League,Year,Pos,Team
Brasileirão - Série B,2015.0,1,Botafogo
Brasileirão - Série B,2015.0,2,Santa Cruz
Brasileirão - Série B,2015.0,3,Vitória
Brasileirão - Série B,2015.0,4,América-MG
Brasileirão - Série B,2015.0,5,Naútico
Brasileirão - Série B,2015.0,6,Bragantino
Brasileirão - Série B,2015.0,7,Paysandu
Brasileirão - Série B,2015.0,8,Sampaio Corrêa
Brasileirão - Série B,2015.0,9,Bahia
Brasileirão - Série B,2015.0,10,Luverdense
Brasileirão - Série B,2015.0,11,CRB
Brasileirão - Série B,2015.0,12,Criciúma
Brasileirão - Série B,2015.0,13,Paraná
Brasileirão - Série B,2015.0,14,Atlético-GO
Brasileirão - Série B,2015.0,15,Ceará
Brasileirão - Série B,2015.0,16,Oeste
Brasileirão - Série B,2015.0,17,Macaé
Brasileirão - Série B,2015.0,18,ABC
Brasileirão - Série B,2015.0,19,Boa Esporte
Brasileirão - Série B,2015.0,20,Mogi Mirim
Brasileirão - Série B,2014.0,1,Joinville
Brasileirão - Série B,2014.0,2,Ponte Preta
Brasileirão - Série B,2014.0,3,Vasco
Brasileirão - Série B,2014.0,4,Avaí
Brasileirão - Série B,2014.0,5,América-MG
Brasileirão - Série B,2014.0,6,Boa Esporte
Brasileirão - Série B,2014.0,7,Atlético-GO
Brasileirão - Série B,2014.0,8,Ceará
Brasileirão - Série B,2014.0,9,Santa Cruz
Brasileirão - Série B,2014.0,10,Sampaio Corrêa
Brasileirão - Série B,2014.0,11,Paraná
Brasileirão - Série B,2014.0,12,Luverdense
Brasileirão - Série B,2014.0,13,Naútico
Brasileirão - Série B,2014.0,14,ABC
Brasileirão - Série B,2014.0,15,Oeste
Brasileirão - Série B,2014.0,16,Bragantino
Brasileirão - Série B,2014.0,17,América-RN
Brasileirão - Série B,2014.0,18,Icasa
Brasileirão - Série B,2014.0,19,Vila Nova
Brasileirão - Série B,2014.0,20,Portuguesa
Brasileirão - Série B,2013.0,1,Palmeiras
Brasileirão - Série B,2013.0,2,Chapecoense
Brasileirão - Série B,2013.0,3,Sport
Brasileirão - Série B,2013.0,4,Figueirense
Brasileirão - Série B,2013.0,5,Icasa
Brasileirão - Série B,2013.0,6,Joinville
Brasileirão - Série B,2013.0,7,Ceará
Brasileirão - Série B,2013.0,8,Paraná
Brasileirão - Série B,2013.0,9,América-MG
Brasileirão - Série B,2013.0,10,Avaí
Brasileirão - Série B,2013.0,11,Boa Esporte
Brasileirão - Série B,2013.0,12,Bragantino
Brasileirão - Série B,2013.0,13,América-RN
Brasileirão - Série B,2013.0,14,ABC
Brasileirão - Série B,2013.0,15,Oeste
Brasileirão - Série B,2013.0,16,Atlético-GO
Brasileirão - Série B,2013.0,17,Guaratinguetá
Brasileirão - Série B,2013.0,18,Paysandu
Brasileirão - Série B,2013.0,19,São Caetano
Brasileirão - Série B,2013.0,20,ASA
Brasileirão - Série B,2012.0,1,Goiás
Brasileirão - Série B,2012.0,2,Criciúma
Brasileirão - Série B,2012.0,3,Atlético-PR
Brasileirão - Série B,2012.0,4,Vitória
Brasileirão - Série B,2012.0,5,São Caetano
Brasileirão - Série B,2012.0,6,Joinville
Brasileirão - Série B,2012.0,7,Avaí
Brasileirão - Série B,2012.0,8,América-MG
Brasileirão - Série B,2012.0,9,América-RN
Brasileirão - Série B,2012.0,10,Paraná
Brasileirão - Série B,2012.0,11,Ceará
Brasileirão - Série B,2012.0,12,ABC
Brasileirão - Série B,2012.0,13,ASA
Brasileirão - Série B,2012.0,14,Bragantino
Brasileirão - Série B,2012.0,15,Boa Esporte
Brasileirão - Série B,2012.0,16,Guaratinguetá
Brasileirão - Série B,2012.0,17,CRB
Brasileirão - Série B,2012.0,18,Guarani
Brasileirão - Série B,2012.0,19,Ipatinga
Brasileirão - Série B,2012.0,20,Grêmio Barueri
Brasileirão - Série B,2011.0,1,Portuguesa
Brasileirão - Série B,2011.0,2,Naútico
Brasileirão - Série B,2011.0,3,Ponte Preta
Brasileirão - Série B,2011.0,4,Sport
Brasileirão - Série B,2011.0,5,Vitória
Brasileirão - Série B,2011.0,6,Bragantino
Brasileirão - Série B,2011.0,7,Boa Esporte
Brasileirão - Série B,2011.0,8,Guaratinguetá
Brasileirão - Série B,2011.0,9,Grêmio Barueri
Brasileirão - Série B,2011.0,10,ABC
Brasileirão - Série B,2011.0,11,Goiás
Brasileirão - Série B,2011.0,12,Guarani
Brasileirão - Série B,2011.0,13,Paraná
Brasileirão - Série B,2011.0,14,Criciúma
Brasileirão - Série B,2011.0,15,São Caetano
Brasileirão - Série B,2011.0,16,ASA
Brasileirão - Série B,2011.0,17,Icasa
Brasileirão - Série B,2011.0,18,Vila Nova
Brasileirão - Série B,2011.0,19,Salgueiro
Brasileirão - Série B,2011.0,20,Duque de Caxias
Brasileirão - Série B,2010.0,1,Coritiba
Brasileirão - Série B,2010.0,2,Figueirense
Brasileirão - Série B,2010.0,3,Bahia
Brasileirão - Série B,2010.0,4,América-MG
Brasileirão - Série B,2010.0,5,Portuguesa
Brasileirão - Série B,2010.0,6,Sport
Brasileirão - Série B,2010.0,7,Paraná
Brasileirão - Série B,2010.0,8,Bragantino
Brasileirão - Série B,2010.0,9,ASA
Brasileirão - Série B,2010.0,10,São Caetano
Brasileirão - Série B,2010.0,11,Duque de Caxias
Brasileirão - Série B,2010.0,12,Icasa
Brasileirão - Série B,2010.0,13,Naútico
Brasileirão - Série B,2010.0,14,Ponte Preta
Brasileirão - Série B,2010.0,15,Guaratinguetá
Brasileirão - Série B,2010.0,16,Vila Nova
Brasileirão - Série B,2010.0,17,Brasiliense
Brasileirão - Série B,2010.0,18,Santo André
Brasileirão - Série B,2010.0,19,Ipatinga
Brasileirão - Série B,2010.0,20,América-RN
Brasileirão - Série B,2009.0,1,Vasco
Brasileirão - Série B,2009.0,2,Guarani
Brasileirão - Série B,2009.0,3,Ceará
Brasileirão - Série B,2009.0,4,Atlético-GO
Brasileirão - Série B,2009.0,5,Portuguesa
Brasileirão - Série B,2009.0,6,Figueirense
Brasileirão - Série B,2009.0,7,São Caetano
Brasileirão - Série B,2009.0,8,Duque de Caxias
Brasileirão - Série B,2009.0,9,Bragantino
Brasileirão - Série B,2009.0,10,Paraná
Brasileirão - Série B,2009.0,11,Ponte Preta
Brasileirão - Série B,2009.0,12,Bahia
Brasileirão - Série B,2009.0,13,Vila Nova
Brasileirão - Série B,2009.0,14,Brasiliense
Brasileirão - Série B,2009.0,15,Ipatinga
Brasileirão - Série B,2009.0,16,América-RN
Brasileirão - Série B,2009.0,17,Juventude
Brasileirão - Série B,2009.0,18,Fortaleza
Brasileirão - Série B,2009.0,19,Campinense
Brasileirão - Série B,2009.0,20,ABC
Brasileirão - Série B,2008.0,1,Corinthians
Brasileirão - Série B,2008.0,2,Santo André
Brasileirão - Série B,2008.0,3,Avaí
Brasileirão - Série B,2008.0,4,Grêmio Barueri
Brasileirão - Série B,2008.0,5,Ponte Preta
Brasileirão - Série B,2008.0,6,Vila Nova
Brasileirão - Série B,2008.0,7,Bragantino
Brasileirão - Série B,2008.0,8,Juventude
Brasileirão - Série B,2008.0,9,São Caetano
Brasileirão - Série B,2008.0,10,Bahia
Brasileirão - Série B,2008.0,11,Paraná
Brasileirão - Série B,2008.0,12,Ceará
Brasileirão - Série B,2008.0,13,ABC
Brasileirão - Série B,2008.0,14,Brasiliense
Brasileirão - Série B,2008.0,15,América-RN
Brasileirão - Série B,2008.0,16,Fortaleza
Brasileirão - Série B,2008.0,17,Marília
Brasileirão - Série B,2008.0,18,Criciúma
Brasileirão - Série B,2008.0,19,Gama
Brasileirão - Série B,2008.0,20,CRB
Brasileirão - Série B,2007.0,1,Coritiba
Brasileirão - Série B,2007.0,2,Ipatinga
Brasileirão - Série B,2007.0,3,Portuguesa
Brasileirão - Série B,2007.0,4,Vitória
Brasileirão - Série B,2007.0,5,Fortaleza
Brasileirão - Série B,2007.0,6,Marília
Brasileirão - Série B,2007.0,7,Criciúma
Brasileirão - Série B,2007.0,8,CRB
Brasileirão - Série B,2007.0,9,Brasiliense
Brasileirão - Série B,2007.0,10,São Caetano
Brasileirão - Série B,2007.0,11,Ponte Preta
Brasileirão - Série B,2007.0,12,Gama
Brasileirão - Série B,2007.0,13,Grêmio Barueri
Brasileirão - Série B,2007.0,14,Santo André
Brasileirão - Série B,2007.0,15,Avaí
Brasileirão - Série B,2007.0,16,Ceará
Brasileirão - Série B,2007.0,17,Paulista Jundiaí
Brasileirão - Série B,2007.0,18,Santa Cruz
Brasileirão - Série B,2007.0,19,Remo
Brasileirão - Série B,2007.0,20,Ituano
Brasileirão - Série B,2006.0,1,Atlético-MG
Brasileirão - Série B,2006.0,2,Sport
Brasileirão - Série B,2006.0,3,Naútico
Brasileirão - Série B,2006.0,4,América-RN
Brasileirão - Série B,2006.0,5,Paulista Jundiaí
Brasileirão - Série B,2006.0,6,Coritiba
Brasileirão - Série B,2006.0,7,Santo André
Brasileirão - Série B,2006.0,8,Brasiliense
Brasileirão - Série B,2006.0,9,Marília
Brasileirão - Série B,2006.0,10,Ituano
Brasileirão - Série B,2006.0,11,Gama
Brasileirão - Série B,2006.0,12,Remo
Brasileirão - Série B,2006.0,13,Avaí
Brasileirão - Série B,2006.0,14,Portuguesa
Brasileirão - Série B,2006.0,15,Ceará
Brasileirão - Série B,2006.0,16,CRB
Brasileirão - Série B,2006.0,17,Paysandu
Brasileirão - Série B,2006.0,18,Guarani
Brasileirão - Série B,2006.0,19,São Raimundo
Brasileirão - Série B,2006.0,20,Vila Nova
Brasileirão - Série B,2005.0,1,Grêmio
Brasileirão - Série B,2005.0,2,Santa Cruz
Brasileirão - Série B,2005.0,3,Naútico
Brasileirão - Série B,2005.0,4,Portuguesa
Brasileirão - Série B,2005.0,5,Marília
Brasileirão - Série B,2005.0,6,Santo André
Brasileirão - Série B,2005.0,7,Guarani
Brasileirão - Série B,2005.0,8,Avaí
Brasileirão - Série B,2005.0,9,Vila Nova
Brasileirão - Série B,2005.0,10,Ituano
Brasileirão - Série B,2005.0,11,Ceará
Brasileirão - Série B,2005.0,12,CRB
Brasileirão - Série B,2005.0,13,Gama
Brasileirão - Série B,2005.0,14,São Raimundo
Brasileirão - Série B,2005.0,15,Paulista Jundiaí
Brasileirão - Série B,2005.0,16,Sport
Brasileirão - Série B,2005.0,17,Vitória
Brasileirão - Série B,2005.0,18,Bahia
Brasileirão - Série B,2005.0,19,Anapolina
Brasileirão - Série B,2005.0,20,União Barbarense
Brasileirão - Série B,2005.0,21,Criciúma
Brasileirão - Série B,2005.0,22,Caxias do Sul
Brasileirão - Série B,2004.0,1,Brasiliense
Brasileirão - Série B,2004.0,2,Fortaleza
Brasileirão - Série B,2004.0,3,Bahia
Brasileirão - Série B,2004.0,4,Avaí
Brasileirão - Série B,2004.0,5,Naútico
Brasileirão - Série B,2004.0,6,Ituano
Brasileirão - Série B,2004.0,7,Santa Cruz
Brasileirão - Série B,2004.0,8,Marília
Brasileirão - Série B,2004.0,9,Paulista Jundiaí
Brasileirão - Série B,2004.0,10,Caxias do Sul
Brasileirão - Série B,2004.0,11,Portuguesa
Brasileirão - Série B,2004.0,12,Ceará
Brasileirão - Série B,2004.0,13,Anapolina
Brasileirão - Série B,2004.0,14,Santo André
Brasileirão - Série B,2004.0,15,CRB
Brasileirão - Série B,2004.0,16,São Raimundo
Brasileirão - Série B,2004.0,17,Sport
Brasileirão - Série B,2004.0,18,Vila Nova
Brasileirão - Série B,2004.0,19,América-RN
Brasileirão - Série B,2004.0,20,Remo
Brasileirão - Série B,2004.0,21,América Teófilo Otoni
Brasileirão - Série B,2004.0,22,Joinville
Brasileirão - Série B,2004.0,23,Mogi Mirim
Brasileirão - Série B,2004.0,24,Londrina
Brasileirão - Série B,2003.0,1,Palmeiras
Brasileirão - Série B,2003.0,2,Botafogo
Brasileirão - Série B,2003.0,3,Sport
Brasileirão - Série B,2003.0,4,Marília
Brasileirão - Série B,2003.0,5,Remo
Brasileirão - Série B,2003.0,6,Brasiliense
Brasileirão - Série B,2003.0,7,Naútico
Brasileirão - Série B,2003.0,8,Santa Cruz
Brasileirão - Série B,2003.0,9,Paulista Jundiaí
Brasileirão - Série B,2003.0,10,Londrina
Brasileirão - Série B,2003.0,11,Avaí
Brasileirão - Série B,2003.0,12,Portuguesa
Brasileirão - Série B,2003.0,13,Ceará
Brasileirão - Série B,2003.0,14,Joinville
Brasileirão - Série B,2003.0,15,América-RN
Brasileirão - Série B,2003.0,16,CRB
Brasileirão - Série B,2003.0,17,Anapolina
Brasileirão - Série B,2003.0,18,Mogi Mirim
Brasileirão - Série B,2003.0,19,Vila Nova
Brasileirão - Série B,2003.0,20,São Raimundo
Brasileirão - Série B,2003.0,21,Caxias do Sul
Brasileirão - Série B,2003.0,22,América Teófilo Otoni
Brasileirão - Série B,2003.0,23,Gama
Brasileirão - Série B,2003.0,24,Uniao São João
Brasileirão - Série B,2002.0,1,Criciúma
Brasileirão - Série B,2002.0,2,Fortaleza
Brasileirão - Série B,2002.0,3,Santa Cruz
Brasileirão - Série B,2002.0,4,Paulista Jundiaí
Brasileirão - Série B,2002.0,5,Sport
Brasileirão - Série B,2002.0,6,Avaí
Brasileirão - Série B,2002.0,7,América-MG
Brasileirão - Série B,2002.0,8,Remo
Brasileirão - Série B,2002.0,9,CRB
Brasileirão - Série B,2002.0,10,América-RN
Brasileirão - Série B,2002.0,11,Mogi Mirim
Brasileirão - Série B,2002.0,12,Joinville
Brasileirão - Série B,2002.0,13,Ceará
Brasileirão - Série B,2002.0,14,Caxias do Sul
Brasileirão - Série B,2002.0,15,Vila Nova
Brasileirão - Série B,2002.0,16,Uniao São João
Brasileirão - Série B,2002.0,17,Anapolina
Brasileirão - Série B,2002.0,18,Londrina
Brasileirão - Série B,2002.0,19,São Raimundo
Brasileirão - Série B,2002.0,20,Naútico
Brasileirão - Série B,2002.0,21,Americano
Brasileirão - Série B,2002.0,22,Botafogo-SP
Brasileirão - Série B,2002.0,23,Sampaio Corrêa
Brasileirão - Série B,2002.0,24,Guarany de Sobral
Brasileirão - Série B,2002.0,25,XV Piracicaba
Brasileirão - Série B,2002.0,26,Bragantino
Brasileirão - Série B,2001.0,1,Paysandu
Brasileirão - Série B,2001.0,2,Figueirense
Brasileirão - Série B,2001.0,3,Caxias do Sul
Brasileirão - Série B,2001.0,4,Avaí
Brasileirão - Série B,2001.0,5,Naútico
Brasileirão - Série B,2001.0,6,CRB
Brasileirão - Série B,2001.0,7,Uniao São João
Brasileirão - Série B,2001.0,8,Ceará
Brasileirão - Série B,2001.0,9,Joinville
Brasileirão - Série B,2001.0,10,Fortaleza
Brasileirão - Série B,2001.0,11,São Raimundo
Brasileirão - Série B,2001.0,12,América-RN
Brasileirão - Série B,2001.0,13,Vila Nova
Brasileirão - Série B,2001.0,14,Americano
Brasileirão - Série B,2001.0,15,Londrina
Brasileirão - Série B,2001.0,16,Bragantino
Brasileirão - Série B,2001.0,17,Anapolina
Brasileirão - Série B,2001.0,18,XV Piracicaba
Brasileirão - Série B,2001.0,19,Remo
Brasileirão - Série B,2001.0,20,Sampaio Corrêa
Brasileirão - Série B,2001.0,21,J. Malucelli
Brasileirão - Série B,2001.0,22,Criciúma
Brasileirão - Série B,2001.0,23,Tuna Luso
Brasileirão - Série B,2001.0,24,Sergipe
Brasileirão - Série B,2001.0,25,Desportiva
Brasileirão - Série B,2001.0,26,ABC
Brasileirão - Série B,2001.0,27,Nacional AM
Brasileirão - Série B,2001.0,28,Serra
Brasileirão - Série B,2000.0,1,Paraná
Brasileirão - Série B,2000.0,2,São Caetano
Brasileirão - Série B,2000.0,3,Remo
Brasileirão - Série B,2000.0,4,Paysandu
Brasileirão - Série B,2000.0,5,Fortaleza
Brasileirão - Série B,2000.0,6,Naútico
Brasileirão - Série B,2000.0,7,Caxias do Sul
Brasileirão - Série B,2000.0,8,Bangu
Brasileirão - Série B,2000.0,9,Figueirense
Brasileirão - Série B,2000.0,10,Botafogo-SP
Brasileirão - Série B,2000.0,11,São Raimundo
Brasileirão - Série B,2000.0,12,Sampaio Corrêa
Brasileirão - Série B,2000.0,13,Anapolina
Brasileirão - Série B,2000.0,14,Criciúma
Brasileirão - Série B,2000.0,15,Avaí
Brasileirão - Série B,2000.0,16,CRB
Brasileirão - Série B,2000.0,17,Serra
Brasileirão - Série B,2000.0,18,ABC
Brasileirão - Série B,2000.0,19,River-PI
Brasileirão - Série B,2000.0,20,Joinville
Brasileirão - Série B,2000.0,21,América-RN
Brasileirão - Série B,2000.0,22,Ceará
Brasileirão - Série B,2000.0,23,América-RJ
Brasileirão - Série B,2000.0,24,CSA
Brasileirão - Série B,2000.0,25,Americano
Brasileirão - Série B,2000.0,26,Uniao São João
Brasileirão - Série B,2000.0,27,Nacional AM
Brasileirão - Série B,2000.0,28,XV Piracicaba
Brasileirão - Série B,2000.0,29,Marcílio Dias
Brasileirão - Série B,2000.0,30,Bragantino
Brasileirão - Série B,2000.0,31,Desportiva
Brasileirão - Série B,2000.0,32,Brasil de Pelotas
Brasileirão - Série B,2000.0,33,Villa Nova MG
Brasileirão - Série B,2000.0,34,Vila Nova
Brasileirão - Série B,2000.0,35,Londrina
Brasileirão - Série B,2000.0,36,Bandeirante
Brasileirão - Série B,1999.0,1,Goiás
Brasileirão - Série B,1999.0,2,Santa Cruz
Brasileirão - Série B,1999.0,3,Bahia
Brasileirão - Série B,1999.0,4,Vila Nova
Brasileirão - Série B,1999.0,5,São Caetano
Brasileirão - Série B,1999.0,6,Ceará
Brasileirão - Série B,1999.0,7,América-MG
Brasileirão - Série B,1999.0,8,Avaí
Brasileirão - Série B,1999.0,9,XV Piracicaba
Brasileirão - Série B,1999.0,10,Londrina
Brasileirão - Série B,1999.0,11,CRB
Brasileirão - Série B,1999.0,12,Bragantino
Brasileirão - Série B,1999.0,13,Remo
Brasileirão - Série B,1999.0,14,ABC
Brasileirão - Série B,1999.0,15,Joinville
Brasileirão - Série B,1999.0,16,Sampaio Corrêa
Brasileirão - Série B,1999.0,17,Uniao São João
Brasileirão - Série B,1999.0,18,Criciúma
Brasileirão - Série B,1999.0,19,Paysandu
Brasileirão - Série B,1999.0,20,Tuna Luso
Brasileirão - Série B,1998.0,1,Gama
Brasileirão - Série B,1998.0,2,Botafogo-SP
Brasileirão - Série B,1998.0,3,Desportiva
Brasileirão - Série B,1998.0,4,Londrina
Brasileirão - Série B,1998.0,5,XV Piracicaba
Brasileirão - Série B,1998.0,6,Criciúma
Brasileirão - Série B,1998.0,7,Joinville
Brasileirão - Série B,1998.0,8,Paysandu
Brasileirão - Série B,1998.0,9,Remo
Brasileirão - Série B,1998.0,10,Vila Nova
Brasileirão - Série B,1998.0,11,ABC
Brasileirão - Série B,1998.0,12,CRB
Brasileirão - Série B,1998.0,13,Santa Cruz
Brasileirão - Série B,1998.0,14,Ceará
Brasileirão - Série B,1998.0,15,Tuna Luso
Brasileirão - Série B,1998.0,16,Uniao São João
Brasileirão - Série B,1998.0,17,Sampaio Corrêa
Brasileirão - Série B,1998.0,18,Bahia
Brasileirão - Série B,1998.0,19,Fluminense
Brasileirão - Série B,1998.0,20,Atlético-GO
Brasileirão - Série B,1998.0,21,Naútico
Brasileirão - Série B,1998.0,22,Juventus Mooca
Brasileirão - Série B,1998.0,23,Volta Redonda
Brasileirão - Série B,1998.0,24,Americano
Brasileirão - Série B,1997.0,1,América-MG
Brasileirão - Série B,1997.0,2,Ponte Preta
Brasileirão - Série B,1997.0,3,Naútico
Brasileirão - Série B,1997.0,4,Vila Nova
Brasileirão - Série B,1997.0,5,CRB
Brasileirão - Série B,1997.0,6,Joinville
Brasileirão - Série B,1997.0,7,Gama
Brasileirão - Série B,1997.0,8,Tuna Luso
Brasileirão - Série B,1997.0,9,Ceará
Brasileirão - Série B,1997.0,10,Londrina
Brasileirão - Série B,1997.0,11,Paysandu
Brasileirão - Série B,1997.0,12,Desportiva
Brasileirão - Série B,1997.0,13,Americano
Brasileirão - Série B,1997.0,14,ABC
Brasileirão - Série B,1997.0,15,XV Piracicaba
Brasileirão - Série B,1997.0,16,Atlético-GO
Brasileirão - Série B,1997.0,17,Botafogo-SP
Brasileirão - Série B,1997.0,18,Remo
Brasileirão - Série B,1997.0,19,Volta Redonda
Brasileirão - Série B,1997.0,20,Santa Cruz
Brasileirão - Série B,1997.0,21,Mogi Mirim
Brasileirão - Série B,1997.0,22,Sergipe
Brasileirão - Série B,1997.0,23,Moto Club
Brasileirão - Série B,1997.0,24,Central Caruaru
Brasileirão - Série B,1997.0,25,Goiatuba
Brasileirão - Série B,1996.0,1,Uniao São João
Brasileirão - Série B,1996.0,2,América-RN
Brasileirão - Série B,1996.0,3,Naútico
Brasileirão - Série B,1996.0,4,Londrina
Brasileirão - Série B,1996.0,5,América-MG
Brasileirão - Série B,1996.0,6,Mogi Mirim
Brasileirão - Série B,1996.0,7,Remo
Brasileirão - Série B,1996.0,8,Moto Club
Brasileirão - Série B,1996.0,9,Santa Cruz
Brasileirão - Série B,1996.0,10,XV Piracicaba
Brasileirão - Série B,1996.0,11,Desportiva
Brasileirão - Série B,1996.0,12,Atlético-GO
Brasileirão - Série B,1996.0,13,Americano
Brasileirão - Série B,1996.0,14,Volta Redonda
Brasileirão - Série B,1996.0,15,Joinville
Brasileirão - Série B,1996.0,16,Tuna Luso
Brasileirão - Série B,1996.0,17,Gama
Brasileirão - Série B,1996.0,18,Ponte Preta
Brasileirão - Série B,1996.0,19,Ceará
Brasileirão - Série B,1996.0,20,CRB
Brasileirão - Série B,1996.0,21,Paysandu
Brasileirão - Série B,1996.0,22,ABC
Brasileirão - Série B,1996.0,23,Goiatuba
Brasileirão - Série B,1996.0,24,Sergipe
Brasileirão - Série B,1996.0,25,Central Caruaru
Brasileirão - Série B,1995.0,1,Atlético-PR
Brasileirão - Série B,1995.0,2,Coritiba
Brasileirão - Série B,1995.0,3,Mogi Mirim
Brasileirão - Série B,1995.0,4,Central Caruaru
Brasileirão - Série B,1995.0,5,Remo
Brasileirão - Série B,1995.0,6,Sergipe
Brasileirão - Série B,1995.0,7,Ceará
Brasileirão - Série B,1995.0,8,Bangu
Brasileirão - Série B,1995.0,9,Santa Cruz
Brasileirão - Série B,1995.0,10,Desportiva
Brasileirão - Série B,1995.0,11,Goiatuba
Brasileirão - Série B,1995.0,12,Americano
Brasileirão - Série B,1995.0,13,Londrina
Brasileirão - Série B,1995.0,14,Tuna Luso
Brasileirão - Série B,1995.0,15,Grêmio Novorizontino
Brasileirão - Série B,1995.0,16,América-RN
Brasileirão - Série B,1995.0,17,Moto Club
Brasileirão - Série B,1995.0,18,América-SP
Brasileirão - Série B,1995.0,19,Naútico
Brasileirão - Série B,1995.0,20,CRB
Brasileirão - Série B,1995.0,21,Ferroviária
Brasileirão - Série B,1995.0,22,Barra do Garças
Brasileirão - Série B,1995.0,23,Ponte Preta
Brasileirão - Série B,1995.0,24,Democrata GV
Brasileirão - Série B,1994.0,1,Juventude
Brasileirão - Série B,1994.0,2,Goiás
Brasileirão - Série B,1994.0,3,Desportiva
Brasileirão - Série B,1994.0,4,Americano
Brasileirão - Série B,1994.0,5,América-RN
Brasileirão - Série B,1994.0,6,Atlético-PR
Brasileirão - Série B,1994.0,7,Mogi Mirim
Brasileirão - Série B,1994.0,8,Sergipe
Brasileirão - Série B,1994.0,9,Ponte Preta
Brasileirão - Série B,1994.0,10,Ceará
Brasileirão - Série B,1994.0,11,Londrina
Brasileirão - Série B,1994.0,12,Moto Club
Brasileirão - Série B,1994.0,13,Tuna Luso
Brasileirão - Série B,1994.0,14,Coritiba
Brasileirão - Série B,1994.0,15,Goiatuba
Brasileirão - Série B,1994.0,16,Santa Cruz
Brasileirão - Série B,1994.0,17,Central Caruaru
Brasileirão - Série B,1994.0,18,Democrata GV
Brasileirão - Série B,1994.0,19,América-SP
Brasileirão - Série B,1994.0,20,Barra do Garças
Brasileirão - Série B,1994.0,21,Bangu
Brasileirão - Série B,1994.0,22,CRB
Brasileirão - Série B,1994.0,23,Fortaleza
Brasileirão - Série B,1994.0,24,Tiradentes DF
Brasileirão - Série B,1992.0,1,Paraná
Brasileirão - Série B,1992.0,2,Vitória
Brasileirão - Série B,1992.0,3,Criciúma
Brasileirão - Série B,1992.0,4,Santa Cruz
Brasileirão - Série B,1992.0,5,Remo
Brasileirão - Série B,1992.0,6,América-MG
Brasileirão - Série B,1992.0,7,Fortaleza
Brasileirão - Série B,1992.0,8,Uniao São João
Brasileirão - Série B,1992.0,9,Grêmio
Brasileirão - Série B,1992.0,10,Ceará
Brasileirão - Série B,1992.0,11,Desportiva
Brasileirão - Série B,1992.0,12,Coritiba
Brasileirão - Série B,1992.0,13,São José-SP
Brasileirão - Série B,1992.0,14,Ponte Preta
Brasileirão - Série B,1992.0,15,Anapolina
Brasileirão - Série B,1991.0,1,Paysandu
Brasileirão - Série B,1991.0,2,Guarani
Brasileirão - Série B,1991.0,3,Americano
Brasileirão - Série B,1991.0,4,Coritiba
Brasileirão - Série B,1991.0,5,ABC
Brasileirão - Série B,1991.0,6,Noroeste
Brasileirão - Série B,1991.0,7,Santa Cruz
Brasileirão - Série B,1991.0,8,Paraná
Brasileirão - Série B,1991.0,9,Ceará
Brasileirão - Série B,1991.0,10,Botafogo-SP
Brasileirão - Série B,1991.0,11,CSA
Brasileirão - Série B,1991.0,12,Bangu
Brasileirão - Série B,1991.0,13,Sampaio Corrêa
Brasileirão - Série B,1991.0,14,Grêmio Novorizontino
Brasileirão - Série B,1991.0,15,Desportiva
Brasileirão - Série B,1991.0,16,Londrina
Brasileirão - Série B,1991.0,17,Grêmio Novorizontino
Brasileirão - Série B,1991.0,18,Ceará
Brasileirão - Série B,1991.0,19,Desportiva
Brasileirão - Série B,1991.0,20,CSA
Brasileirão - Série B,1991.0,21,Bangu
Brasileirão - Série B,1991.0,22,Remo
Brasileirão - Série B,1991.0,23,Fortaleza
Brasileirão - Série B,1991.0,24,Anapolina
Brasileirão - Série B,1991.0,25,Juventus Mooca
Brasileirão - Série B,1991.0,26,Tuna Luso
Brasileirão - Série B,1991.0,27,Ponte Preta
Brasileirão - Série B,1991.0,28,Joinville
Brasileirão - Série B,1991.0,29,Central Caruaru
Brasileirão - Série B,1991.0,30,América-RN
Brasileirão - Série B,1991.0,31,Auto Esporte-PI
Brasileirão - Série B,1991.0,32,Itaperuna
Brasileirão - Série B,1991.0,33,Catuense
Brasileirão - Série B,1991.0,34,Operário-PR
Brasileirão - Série B,1991.0,35,Colatina
Brasileirão - Série B,1991.0,36,Campo Grande-RJ
Brasileirão - Série B,1991.0,37,Auto Esporte-PB
Brasileirão - Série B,1991.0,38,Grêmio Maringa
Brasileirão - Série B,1991.0,39,Figueirense
Brasileirão - Série B,1991.0,40,Criciúma
Brasileirão - Série B,1991.0,41,Caxias do Sul
Brasileirão - Série B,1991.0,42,Estudantes
Brasileirão - Série B,1991.0,43,Juventude
Brasileirão - Série B,1991.0,44,Goiânia
Brasileirão - Série B,1991.0,45,América-RJ
Brasileirão - Série B,1991.0,46,Inter de Limeira
Brasileirão - Série B,1991.0,47,Gama
Brasileirão - Série B,1991.0,48,Taguatinga
Brasileirão - Série B,1991.0,49,Ferroviário
Brasileirão - Série B,1991.0,50,Treze
Brasileirão - Série B,1991.0,51,Atlético-GO
Brasileirão - Série B,1991.0,52,América-RJ
Brasileirão - Série B,1991.0,53,Fluminense de Feira
Brasileirão - Série B,1991.0,54,XV Piracicaba
Brasileirão - Série B,1991.0,55,Esportivo-MG
Brasileirão - Série B,1991.0,56,CRB
Brasileirão - Série B,1991.0,57,Confiança
Brasileirão - Série B,1991.0,58,Maranhão
Brasileirão - Série B,1991.0,59,Rio Branco-MG
Brasileirão - Série B,1991.0,60,Parnahyba
