League,Year,Pos,Team
Uruguayan Primera División,1980.0,6,Cerro-URU
Uruguayan Primera División,1980.0,7,Sud América
Uruguayan Primera División,1980.0,8,Danubio
Uruguayan Primera División,1980.0,9,Progreso
Uruguayan Primera División,1980.0,10,Fenix
Uruguayan Primera División,1980.0,11,Miramar Misiones
Uruguayan Primera División,1980.0,12,River Plate-URU
Uruguayan Primera División,1980.0,13,Huracán Buceo
Uruguayan Primera División,1980.0,14,Rentistas
Uruguayan Primera División,1979.0,1,Peñarol
Uruguayan Primera División,1979.0,2,Nacional
Uruguayan Primera División,1979.0,3,Fenix
Uruguayan Primera División,1979.0,4,Defensor
Uruguayan Primera División,1979.0,5,River Plate-URU
Uruguayan Primera División,1979.0,6,Huracán Buceo
Uruguayan Primera División,1979.0,7,Montevideo Wanderers
Uruguayan Primera División,1979.0,8,Bella Vista
Uruguayan Primera División,1979.0,9,Sud América
Uruguayan Primera División,1979.0,10,Cerro-URU
Uruguayan Primera División,1979.0,11,Danubio
Uruguayan Primera División,1979.0,12,Liverpool-URU
Uruguayan Primera División,1979.0,13,Rentistas
Uruguayan Primera División,1978.0,1,Peñarol
Uruguayan Primera División,1978.0,2,Nacional
Uruguayan Primera División,1978.0,3,Fenix
Uruguayan Primera División,1978.0,4,Defensor
Uruguayan Primera División,1978.0,5,Montevideo Wanderers
Uruguayan Primera División,1978.0,6,Danubio
Uruguayan Primera División,1978.0,7,Sud América
Uruguayan Primera División,1978.0,8,Cerro-URU
Uruguayan Primera División,1978.0,9,Rentistas
Uruguayan Primera División,1978.0,10,Huracán Buceo
Uruguayan Primera División,1978.0,11,Bella Vista
Uruguayan Primera División,1978.0,12,Liverpool-URU
Uruguayan Primera División,1977.0,1,Nacional
Uruguayan Primera División,1977.0,2,Peñarol
Uruguayan Primera División,1977.0,3,Defensor
Uruguayan Primera División,1977.0,4,Danubio
Uruguayan Primera División,1977.0,5,Rentistas
Uruguayan Primera División,1977.0,6,Bella Vista
Uruguayan Primera División,1977.0,7,Montevideo Wanderers
Uruguayan Primera División,1977.0,8,Liverpool-URU
Uruguayan Primera División,1977.0,9,Sud América
Uruguayan Primera División,1977.0,10,Cerro-URU
Uruguayan Primera División,1977.0,11,River Plate-URU
Uruguayan Primera División,1977.0,12,Huracán Buceo
Uruguayan Primera División,1976.0,1,Defensor
Uruguayan Primera División,1976.0,2,Peñarol
Uruguayan Primera División,1976.0,3,Nacional
Uruguayan Primera División,1976.0,4,Danubio
Uruguayan Primera División,1976.0,5,Huracán Buceo
Uruguayan Primera División,1976.0,6,Montevideo Wanderers
Uruguayan Primera División,1976.0,7,River Plate-URU
Uruguayan Primera División,1976.0,8,Cerro-URU
Uruguayan Primera División,1976.0,9,Fenix
Uruguayan Primera División,1976.0,10,Rentistas
Uruguayan Primera División,1976.0,11,Sud América
Uruguayan Primera División,1976.0,12,Liverpool-URU
Uruguayan Primera División,1975.0,1,Peñarol
Uruguayan Primera División,1975.0,2,Nacional
Uruguayan Primera División,1975.0,3,Liverpool-URU
Uruguayan Primera División,1975.0,4,River Plate-URU
Uruguayan Primera División,1975.0,5,Huracán Buceo
Uruguayan Primera División,1975.0,6,Cerro-URU
Uruguayan Primera División,1975.0,7,Danubio
Uruguayan Primera División,1975.0,8,Montevideo Wanderers
Uruguayan Primera División,1975.0,9,Defensor
Uruguayan Primera División,1975.0,10,Rentistas
Uruguayan Primera División,1975.0,11,Racing Montevideo
Uruguayan Primera División,1975.0,12,Fenix
Uruguayan Primera División,1974.0,1,Peñarol
Uruguayan Primera División,1974.0,2,Nacional
Uruguayan Primera División,1974.0,3,Liverpool-URU
Uruguayan Primera División,1974.0,4,Bella Vista
Uruguayan Primera División,1974.0,5,Defensor
Uruguayan Primera División,1974.0,6,Danubio
Uruguayan Primera División,1974.0,7,Montevideo Wanderers
Uruguayan Primera División,1974.0,8,Fenix
Uruguayan Primera División,1974.0,9,Huracán Buceo
Uruguayan Primera División,1974.0,10,Rentistas
Uruguayan Primera División,1974.0,11,River Plate-URU
Uruguayan Primera División,1974.0,12,Cerro-URU
Uruguayan Primera División,1973.0,1,Peñarol
Uruguayan Primera División,1973.0,2,Nacional
Uruguayan Primera División,1973.0,3,Danubio
Uruguayan Primera División,1973.0,4,Defensor
Uruguayan Primera División,1973.0,5,Rentistas
Uruguayan Primera División,1973.0,6,Liverpool-URU
Uruguayan Primera División,1973.0,7,Cerro-URU
Uruguayan Primera División,1973.0,8,Montevideo Wanderers
Uruguayan Primera División,1973.0,9,River Plate-URU
Uruguayan Primera División,1973.0,10,Huracán Buceo
Uruguayan Primera División,1973.0,11,Central Español
Uruguayan Primera División,1973.0,12,Bella Vista
Uruguayan Primera División,1972.0,1,Nacional
Uruguayan Primera División,1972.0,2,Peñarol
Uruguayan Primera División,1972.0,3,Defensor
Uruguayan Primera División,1972.0,4,Huracán Buceo
Uruguayan Primera División,1972.0,5,Cerro-URU
Uruguayan Primera División,1972.0,6,Liverpool-URU
Uruguayan Primera División,1972.0,7,River Plate-URU
Uruguayan Primera División,1972.0,8,Sud América
Uruguayan Primera División,1972.0,9,Rentistas
Uruguayan Primera División,1972.0,10,Danubio
Uruguayan Primera División,1972.0,11,Bella Vista
Uruguayan Primera División,1972.0,12,Central Español
Uruguayan Primera División,1971.0,1,Nacional
Uruguayan Primera División,1971.0,2,Peñarol
Uruguayan Primera División,1971.0,3,Liverpool-URU
Uruguayan Primera División,1971.0,4,Huracán Buceo
Uruguayan Primera División,1971.0,5,Danubio
Uruguayan Primera División,1971.0,6,Bella Vista
Uruguayan Primera División,1971.0,7,Central Español
Uruguayan Primera División,1971.0,8,Cerro-URU
Uruguayan Primera División,1971.0,9,River Plate-URU
Uruguayan Primera División,1971.0,10,Sud América
Uruguayan Primera División,1971.0,11,Defensor
Uruguayan Primera División,1971.0,12,Racing Montevideo
Uruguayan Primera División,1970.0,1,Nacional
Uruguayan Primera División,1970.0,2,Peñarol
Uruguayan Primera División,1970.0,3,Huracán Buceo
Uruguayan Primera División,1970.0,4,Liverpool-URU
Uruguayan Primera División,1970.0,5,Defensor
Uruguayan Primera División,1970.0,6,Cerro-URU
Uruguayan Primera División,1970.0,7,Bella Vista
Uruguayan Primera División,1970.0,8,Sud América
Uruguayan Primera División,1970.0,9,Rampla Juniors
Uruguayan Primera División,1970.0,10,River Plate-URU
Uruguayan Primera División,1970.0,11,Racing Montevideo
Uruguayan Primera División,1969.0,1,Nacional
Uruguayan Primera División,1969.0,2,Peñarol
Uruguayan Primera División,1969.0,3,Bella Vista
Uruguayan Primera División,1969.0,4,Racing Montevideo
Uruguayan Primera División,1969.0,5,Sud América
Uruguayan Primera División,1969.0,6,River Plate-URU
Uruguayan Primera División,1969.0,7,Cerro-URU
Uruguayan Primera División,1969.0,8,Defensor
Uruguayan Primera División,1969.0,9,Rampla Juniors
Uruguayan Primera División,1969.0,10,Liverpool-URU
Uruguayan Primera División,1969.0,11,Danubio
Uruguayan Primera División,1968.0,1,Peñarol
Uruguayan Primera División,1968.0,2,Nacional
Uruguayan Primera División,1968.0,3,Cerro-URU
Uruguayan Primera División,1968.0,4,Defensor
Uruguayan Primera División,1968.0,5,Rampla Juniors
Uruguayan Primera División,1968.0,6,Sud América
Uruguayan Primera División,1968.0,7,River Plate-URU
Uruguayan Primera División,1968.0,8,Liverpool-URU
Uruguayan Primera División,1968.0,9,Racing Montevideo
Uruguayan Primera División,1968.0,10,Danubio
Uruguayan Primera División,1967.0,1,Peñarol
Uruguayan Primera División,1967.0,2,Nacional
Uruguayan Primera División,1967.0,3,Cerro-URU
Uruguayan Primera División,1967.0,4,Racing Montevideo
Uruguayan Primera División,1967.0,5,Rampla Juniors
Uruguayan Primera División,1967.0,6,Danubio
Uruguayan Primera División,1967.0,7,Defensor
Uruguayan Primera División,1967.0,8,Liverpool-URU
Uruguayan Primera División,1967.0,9,Fenix
Uruguayan Primera División,1967.0,10,Sud América
Uruguayan Primera División,1966.0,1,Nacional
Uruguayan Primera División,1966.0,2,Peñarol
Uruguayan Primera División,1966.0,3,Cerro-URU
Uruguayan Primera División,1966.0,4,Rampla Juniors
Uruguayan Primera División,1966.0,5,Danubio
Uruguayan Primera División,1966.0,6,Sud América
Uruguayan Primera División,1966.0,7,Montevideo Wanderers
Uruguayan Primera División,1966.0,8,Defensor
Uruguayan Primera División,1966.0,9,Fenix
Uruguayan Primera División,1966.0,10,Racing Montevideo
Uruguayan Primera División,1965.0,1,Peñarol
Uruguayan Primera División,1965.0,2,Nacional
Uruguayan Primera División,1965.0,3,Cerro-URU
Uruguayan Primera División,1965.0,4,Racing Montevideo
Uruguayan Primera División,1965.0,5,Fenix
Uruguayan Primera División,1965.0,6,Rampla Juniors
Uruguayan Primera División,1965.0,7,Danubio
Uruguayan Primera División,1965.0,8,Sud América
Uruguayan Primera División,1965.0,9,Montevideo Wanderers
Uruguayan Primera División,1965.0,10,Colón-URU
Uruguayan Primera División,1964.0,1,Peñarol
Uruguayan Primera División,1964.0,2,Rampla Juniors
Uruguayan Primera División,1964.0,3,Nacional
Uruguayan Primera División,1964.0,4,Montevideo Wanderers
Uruguayan Primera División,1964.0,5,Cerro-URU
Uruguayan Primera División,1964.0,6,Sud América
Uruguayan Primera División,1964.0,7,Danubio
Uruguayan Primera División,1964.0,8,Defensor
Uruguayan Primera División,1964.0,9,Racing Montevideo
Uruguayan Primera División,1964.0,10,Fenix
Uruguayan Primera División,1963.0,1,Nacional
Uruguayan Primera División,1963.0,2,Peñarol
Uruguayan Primera División,1963.0,3,Montevideo Wanderers
Uruguayan Primera División,1963.0,4,Fenix
Uruguayan Primera División,1963.0,5,Racing Montevideo
Uruguayan Primera División,1963.0,6,Rampla Juniors
Uruguayan Primera División,1963.0,7,Danubio
Uruguayan Primera División,1963.0,8,Cerro-URU
Uruguayan Primera División,1963.0,9,Defensor
Uruguayan Primera División,1963.0,10,Liverpool-URU
Uruguayan Primera División,1962.0,1,Peñarol
Uruguayan Primera División,1962.0,2,Nacional
Uruguayan Primera División,1962.0,3,Fenix
Uruguayan Primera División,1962.0,4,Defensor
Uruguayan Primera División,1962.0,5,Racing Montevideo
Uruguayan Primera División,1962.0,6,Cerro-URU
Uruguayan Primera División,1962.0,7,Rampla Juniors
Uruguayan Primera División,1962.0,8,Liverpool-URU
Uruguayan Primera División,1962.0,9,Central Español
Uruguayan Primera División,1962.0,10,Danubio
Uruguayan Primera División,1961.0,1,Peñarol
Uruguayan Primera División,1961.0,2,Nacional
Uruguayan Primera División,1961.0,3,Defensor
Uruguayan Primera División,1961.0,4,Danubio
Uruguayan Primera División,1961.0,5,Cerro-URU
Uruguayan Primera División,1961.0,6,Racing Montevideo
Uruguayan Primera División,1961.0,7,Rampla Juniors
Uruguayan Primera División,1961.0,8,Liverpool-URU
Uruguayan Primera División,1961.0,9,Montevideo Wanderers
Uruguayan Primera División,1961.0,10,Fenix
Uruguayan Primera División,1960.0,1,Peñarol
Uruguayan Primera División,1960.0,2,Cerro-URU
Uruguayan Primera División,1960.0,3,Nacional
Uruguayan Primera División,1960.0,4,Fenix
Uruguayan Primera División,1960.0,5,Defensor
Uruguayan Primera División,1960.0,6,Racing Montevideo
Uruguayan Primera División,1960.0,7,Montevideo Wanderers
Uruguayan Primera División,1960.0,8,Liverpool-URU
Uruguayan Primera División,1960.0,9,Sud América
Uruguayan Primera División,1959.0,1,Peñarol
Uruguayan Primera División,1959.0,2,Nacional
Uruguayan Primera División,1959.0,3,Racing Montevideo
Uruguayan Primera División,1959.0,4,Cerro-URU
Uruguayan Primera División,1959.0,5,Montevideo Wanderers
Uruguayan Primera División,1959.0,6,Defensor
Uruguayan Primera División,1959.0,7,Rampla Juniors
Uruguayan Primera División,1959.0,8,Sud América
Uruguayan Primera División,1959.0,9,Liverpool-URU
Uruguayan Primera División,1959.0,10,Danubio
Uruguayan Primera División,1958.0,1,Peñarol
Uruguayan Primera División,1958.0,2,Nacional
Uruguayan Primera División,1958.0,3,Rampla Juniors
Uruguayan Primera División,1958.0,4,Sud América
Uruguayan Primera División,1958.0,5,Montevideo Wanderers
Uruguayan Primera División,1958.0,6,Liverpool-URU
Uruguayan Primera División,1958.0,7,Defensor
Uruguayan Primera División,1958.0,8,Cerro-URU
Uruguayan Primera División,1958.0,9,Danubio
Uruguayan Primera División,1958.0,10,Fenix
Uruguayan Primera División,1957.0,1,Nacional
Uruguayan Primera División,1957.0,2,Peñarol
Uruguayan Primera División,1957.0,3,Defensor
Uruguayan Primera División,1957.0,4,Fenix
Uruguayan Primera División,1957.0,5,Cerro-URU
Uruguayan Primera División,1957.0,6,Danubio
Uruguayan Primera División,1957.0,7,Montevideo Wanderers
Uruguayan Primera División,1957.0,8,Liverpool-URU
Uruguayan Primera División,1957.0,9,Rampla Juniors
Uruguayan Primera División,1957.0,10,Racing Montevideo
Uruguayan Primera División,1956.0,1,Nacional
Uruguayan Primera División,1956.0,2,Peñarol
Uruguayan Primera División,1956.0,3,Cerro-URU
Uruguayan Primera División,1956.0,4,Defensor
Uruguayan Primera División,1956.0,5,Montevideo Wanderers
Uruguayan Primera División,1956.0,6,Liverpool-URU
Uruguayan Primera División,1956.0,7,Rampla Juniors
Uruguayan Primera División,1956.0,8,Danubio
Uruguayan Primera División,1956.0,9,Racing Montevideo
Uruguayan Primera División,1956.0,10,Sud América
Uruguayan Primera División,1955.0,1,Nacional
Uruguayan Primera División,1955.0,2,Peñarol
Uruguayan Primera División,1955.0,3,Cerro-URU
Uruguayan Primera División,1955.0,4,Danubio
Uruguayan Primera División,1955.0,5,Defensor
Uruguayan Primera División,1955.0,6,Rampla Juniors
Uruguayan Primera División,1955.0,7,Montevideo Wanderers
Uruguayan Primera División,1955.0,8,Sud América
Uruguayan Primera División,1955.0,9,Liverpool-URU
Uruguayan Primera División,1955.0,10,River Plate-URU
Uruguayan Primera División,1954.0,1,Peñarol
Uruguayan Primera División,1954.0,2,Nacional
Uruguayan Primera División,1954.0,3,Danubio
Uruguayan Primera División,1954.0,4,Rampla Juniors
Uruguayan Primera División,1954.0,5,Defensor
Uruguayan Primera División,1954.0,6,Cerro-URU
Uruguayan Primera División,1954.0,7,Liverpool-URU
Uruguayan Primera División,1954.0,8,River Plate-URU
Uruguayan Primera División,1954.0,9,Montevideo Wanderers
Uruguayan Primera División,1954.0,10,Miramar Misiones
Uruguayan Primera División,1953.0,1,Peñarol
Uruguayan Primera División,1953.0,2,Nacional
Uruguayan Primera División,1953.0,3,Rampla Juniors
Uruguayan Primera División,1953.0,4,River Plate-URU
Uruguayan Primera División,1953.0,5,Defensor
Uruguayan Primera División,1953.0,6,Danubio
Uruguayan Primera División,1953.0,7,Liverpool-URU
Uruguayan Primera División,1953.0,8,Montevideo Wanderers
Uruguayan Primera División,1953.0,9,Cerro-URU
Uruguayan Primera División,1953.0,10,Central Español
Uruguayan Primera División,1952.0,1,Nacional
Uruguayan Primera División,1952.0,2,Peñarol
Uruguayan Primera División,1952.0,3,Rampla Juniors
Uruguayan Primera División,1952.0,4,Danubio
Uruguayan Primera División,1952.0,5,River Plate-URU
Uruguayan Primera División,1952.0,6,Cerro-URU
Uruguayan Primera División,1952.0,7,Defensor
Uruguayan Primera División,1952.0,8,Liverpool-URU
Uruguayan Primera División,1952.0,9,Central Español
Uruguayan Primera División,1952.0,10,Sud América
Uruguayan Primera División,1951.0,1,Peñarol
Uruguayan Primera División,1951.0,2,Nacional
Uruguayan Primera División,1951.0,3,Rampla Juniors
Uruguayan Primera División,1951.0,4,Central Español
Uruguayan Primera División,1951.0,5,Cerro-URU
Uruguayan Primera División,1951.0,6,Danubio
Uruguayan Primera División,1951.0,7,River Plate-URU
Uruguayan Primera División,1951.0,8,Defensor
Uruguayan Primera División,1951.0,9,Liverpool-URU
Uruguayan Primera División,1951.0,10,Montevideo Wanderers
Uruguayan Primera División,1950.0,1,Nacional
Uruguayan Primera División,1950.0,2,Peñarol
Uruguayan Primera División,1950.0,3,Rampla Juniors
Uruguayan Primera División,1950.0,4,Central Español
Uruguayan Primera División,1950.0,5,Cerro-URU
Uruguayan Primera División,1950.0,6,Danubio
Uruguayan Primera División,1950.0,7,Liverpool-URU
Uruguayan Primera División,1950.0,8,River Plate-URU
Uruguayan Primera División,1950.0,9,Montevideo Wanderers
Uruguayan Primera División,1950.0,10,Bella Vista
Uruguayan Primera División,1949.0,1,Peñarol
Uruguayan Primera División,1949.0,2,Nacional
Uruguayan Primera División,1949.0,3,Rampla Juniors
Uruguayan Primera División,1949.0,4,River Plate-URU
Uruguayan Primera División,1949.0,5,Cerro-URU
Uruguayan Primera División,1949.0,6,Danubio
Uruguayan Primera División,1949.0,7,Montevideo Wanderers
Uruguayan Primera División,1949.0,8,Liverpool-URU
Uruguayan Primera División,1949.0,9,Central Español
Uruguayan Primera División,1949.0,10,Defensor
Uruguayan Primera División,1947.0,1,Nacional
Uruguayan Primera División,1947.0,2,Peñarol
Uruguayan Primera División,1947.0,3,Rampla Juniors
Uruguayan Primera División,1947.0,4,Defensor
Uruguayan Primera División,1947.0,5,River Plate-URU
Uruguayan Primera División,1947.0,6,Liverpool-URU
Uruguayan Primera División,1947.0,7,Central Español
Uruguayan Primera División,1947.0,8,Cerro-URU
Uruguayan Primera División,1947.0,9,Montevideo Wanderers
Uruguayan Primera División,1947.0,10,Miramar Misiones
